# MOCK DATA — NOT FROM MTA. For hackathon training only.
log_id,timestamp,line,station,severity,event_type,message,operator_id
L-003514,2026-05-19T00:29:54+00:00,L2,Northpoint,INFO,train.departure,Train 1756 departed Northpoint on L2 at speed 15 km/h.,OP-840
L-003515,2026-05-19T17:55:20+00:00,L2,Rampart,INFO,signal.green,Signal SG-31 at Rampart cleared to GREEN for L2.,OP-754
L-003516,2026-05-19T12:13:48+00:00,L3,Iris,WARN,doors.held,Doors held open on train 1449 at Iris for 60s (threshold 45s).,OP-744
L-003517,2026-05-18T19:04:40+00:00,L1,Atlas,INFO,train.dwell,Train 2536 dwelled 60s at Atlas (L1).,OP-866
L-003518,2026-05-19T11:16:16+00:00,L2,Iris,INFO,signal.green,Signal SG-11 at Iris cleared to GREEN for L2.,OP-894
L-003519,2026-05-19T14:39:00+00:00,L3,Iris,INFO,train.dwell,Train 2952 dwelled 180s at Iris (L3).,OP-721
L-003520,2026-05-19T14:13:20+00:00,L1,Meridian,INFO,train.dwell,Train 1784 dwelled 60s at Meridian (L1).,OP-222
L-003521,2026-05-19T02:29:43+00:00,L2,Summit,INFO,train.departure,Train 1819 departed Summit on L2 at speed 80 km/h.,OP-769
L-003522,2026-05-18T18:40:30+00:00,L3,Meridian,INFO,train.departure,Train 2903 departed Meridian on L3 at speed 25 km/h.,OP-445
L-003523,2026-05-19T07:24:04+00:00,L3,Rampart,INFO,signal.green,Signal SG-54 at Rampart cleared to GREEN for L3.,OP-363
L-003524,2026-05-19T18:38:56+00:00,L1,Junction,INFO,signal.green,Signal SG-31 at Junction cleared to GREEN for L1.,OP-429
L-003525,2026-05-18T20:38:45+00:00,L1,Granite,INFO,signal.green,Signal SG-31 at Granite cleared to GREEN for L1.,OP-384
L-003526,2026-05-18T22:36:34+00:00,L1,Eastgate,INFO,train.departure,Train 1603 departed Eastgate on L1 at speed 40 km/h.,OP-459
L-003527,2026-05-18T22:36:53+00:00,L1,Eastgate,ERROR,axle.counter,"Axle counter AC-54 on L1 discrepancy at Eastgate: counted 2, expected 8.",OP-967
L-003528,2026-05-19T05:00:00+00:00,L3,Rampart,INFO,signal.green,Signal SG-86 at Rampart cleared to GREEN for L3.,OP-860
L-003529,2026-05-18T19:43:05+00:00,L3,Tideway,INFO,train.dwell,Train 2670 dwelled 90s at Tideway (L3).,OP-526
L-003530,2026-05-19T08:26:10+00:00,L3,Orchard,INFO,train.departure,Train 1336 departed Orchard on L3 at speed 80 km/h.,OP-625
L-003531,2026-05-18T21:11:42+00:00,L1,Pioneer,INFO,train.departure,Train 1201 departed Pioneer on L1 at speed 80 km/h.,OP-481
L-003532,2026-05-19T00:09:00+00:00,L2,Northpoint,WARN,speed.restriction,"Temporary speed restriction issued: L2 between Northpoint and Rampart, limit 40 km/h.",OP-965
L-003533,2026-05-19T15:19:48+00:00,L3,Lantern,INFO,train.dwell,Train 1224 dwelled 180s at Lantern (L3).,OP-707
L-003534,2026-05-18T23:38:00+00:00,L1,Keystone,INFO,signal.green,Signal SG-90 at Keystone cleared to GREEN for L1.,OP-790
L-003535,2026-05-19T17:18:50+00:00,L3,Summit,INFO,train.departure,Train 2022 departed Summit on L3 at speed 80 km/h.,OP-263
L-003536,2026-05-18T23:38:40+00:00,L1,Lantern,ERROR,axle.counter,"Axle counter AC-59 on L1 discrepancy at Lantern: counted 2, expected 8.",OP-284
L-003537,2026-05-19T00:37:57+00:00,L1,Beacon,INFO,train.departure,Train 1082 departed Beacon on L1 at speed 80 km/h.,OP-770
L-003538,2026-05-19T12:01:06+00:00,L1,Junction,INFO,train.departure,Train 2721 departed Junction on L1 at speed 80 km/h.,OP-975
L-003539,2026-05-19T05:33:34+00:00,L3,Keystone,INFO,train.dwell,Train 2423 dwelled 45s at Keystone (L3).,OP-538
L-003540,2026-05-19T13:26:00+00:00,L1,Tideway,INFO,signal.green,Signal SG-47 at Tideway cleared to GREEN for L1.,OP-419
L-003541,2026-05-19T14:25:35+00:00,L1,Rampart,INFO,train.departure,Train 2918 departed Rampart on L1 at speed 40 km/h.,OP-564
L-003542,2026-05-19T13:27:08+00:00,L1,Falcon,CRITICAL,emergency.brake,Emergency brake applied on train 2868 approaching Falcon on L1. Trigger: low brake pressure.,OP-186
L-003543,2026-05-19T03:14:24+00:00,L3,Keystone,INFO,train.dwell,Train 2368 dwelled 60s at Keystone (L3).,OP-288
L-003544,2026-05-19T03:15:12+00:00,L2,Iris,INFO,train.dwell,Train 1919 dwelled 90s at Iris (L2).,OP-220
L-003545,2026-05-18T23:41:40+00:00,L3,Rampart,INFO,signal.green,Signal SG-1 at Rampart cleared to GREEN for L3.,OP-586
L-003546,2026-05-18T23:42:00+00:00,L3,Summit,WARN,comms.jitter,Comms jitter to wayside controller WC-27 on L3: 245ms (>120ms).,OP-219
L-003547,2026-05-18T20:44:59+00:00,L1,Falcon,INFO,signal.green,Signal SG-67 at Falcon cleared to GREEN for L1.,OP-742
L-003548,2026-05-18T23:42:40+00:00,L1,Northpoint,WARN,speed.restriction,"Temporary speed restriction issued: L1 between Northpoint and Rampart, limit 40 km/h.",OP-433
L-003549,2026-05-18T19:23:57+00:00,L1,Northpoint,INFO,train.dwell,Train 2557 dwelled 60s at Northpoint (L1).,OP-600
L-003550,2026-05-18T23:43:20+00:00,L1,Beacon,INFO,train.departure,Train 1472 departed Beacon on L1 at speed 25 km/h.,OP-746
L-003551,2026-05-19T14:11:49+00:00,L2,Junction,ERROR,interlock.fault,Interlock fault at Junction on L2: relay R-149 failed self-test.,OP-476
L-003552,2026-05-18T20:46:24+00:00,L2,Granite,INFO,train.dwell,Train 2363 dwelled 60s at Granite (L2).,OP-799
L-003553,2026-05-19T07:38:04+00:00,L3,Rampart,INFO,train.dwell,Train 1400 dwelled 90s at Rampart (L3).,OP-672
L-003554,2026-05-18T20:46:58+00:00,L1,Crescent,WARN,comms.jitter,Comms jitter to wayside controller WC-21 on L1: 149ms (>120ms).,OP-163
L-003555,2026-05-18T19:48:00+00:00,L3,Eastgate,INFO,signal.green,Signal SG-47 at Eastgate cleared to GREEN for L3.,OP-103
L-003556,2026-05-18T19:30:40+00:00,L1,Tideway,ERROR,interlock.fault,Interlock fault at Tideway on L1: relay R-191 failed self-test.,OP-802
L-003557,2026-05-19T10:37:47+00:00,L3,Iris,INFO,train.dwell,Train 2822 dwelled 120s at Iris (L3).,OP-306
L-003558,2026-05-19T08:22:54+00:00,L1,Beacon,INFO,train.dwell,Train 1122 dwelled 90s at Beacon (L1).,OP-406
L-003559,2026-05-18T19:49:04+00:00,L2,Quarry,INFO,train.departure,Train 1171 departed Quarry on L2 at speed 25 km/h.,OP-827
L-003560,2026-05-19T15:20:00+00:00,L3,Orchard,WARN,comms.jitter,Comms jitter to wayside controller WC-16 on L3: 187ms (>120ms).,OP-575
L-003561,2026-05-19T13:37:54+00:00,L2,Quarry,INFO,signal.green,Signal SG-15 at Quarry cleared to GREEN for L2.,OP-666
L-003562,2026-05-18T22:32:46+00:00,L1,Harbor,INFO,train.departure,Train 2320 departed Harbor on L1 at speed 15 km/h.,OP-152
L-003563,2026-05-18T19:50:08+00:00,L3,Quarry,ERROR,axle.counter,"Axle counter AC-23 on L3 discrepancy at Quarry: counted 1, expected 8.",OP-990
L-003564,2026-05-19T18:38:24+00:00,L3,Northpoint,INFO,train.dwell,Train 1303 dwelled 180s at Northpoint (L3).,OP-862
L-003565,2026-05-19T09:42:30+00:00,L1,Atlas,WARN,doors.held,Doors held open on train 2340 at Atlas for 180s (threshold 45s).,OP-317
L-003566,2026-05-19T18:10:42+00:00,L1,Junction,INFO,train.departure,Train 1601 departed Junction on L1 at speed 25 km/h.,OP-187
L-003567,2026-05-18T23:35:48+00:00,L1,Eastgate,ERROR,interlock.fault,Interlock fault at Eastgate on L1: relay R-199 failed self-test.,OP-378
L-003568,2026-05-19T17:26:56+00:00,L2,Dune,INFO,signal.green,Signal SG-29 at Dune cleared to GREEN for L2.,OP-966
L-003569,2026-05-19T05:46:34+00:00,L3,Pioneer,INFO,train.dwell,Train 1231 dwelled 30s at Pioneer (L3).,OP-507
L-003570,2026-05-19T05:47:00+00:00,L3,Harbor,CRITICAL,power.trip,Traction power trip on L3 sector 6-A; standby supply engaged.,OP-841
L-003571,2026-05-18T19:52:16+00:00,L2,Harbor,ERROR,axle.counter,"Axle counter AC-60 on L2 discrepancy at Harbor: counted 1, expected 5.",OP-857
L-003572,2026-05-19T16:42:44+00:00,L2,Dune,INFO,signal.green,Signal SG-17 at Dune cleared to GREEN for L2.,OP-946
L-003573,2026-05-19T01:50:06+00:00,L1,Junction,ERROR,axle.counter,"Axle counter AC-21 on L1 discrepancy at Junction: counted 1, expected 8.",OP-700
L-003574,2026-05-18T23:30:32+00:00,L1,Keystone,ERROR,axle.counter,"Axle counter AC-54 on L1 discrepancy at Keystone: counted 2, expected 7.",OP-388
L-003575,2026-05-19T00:51:15+00:00,L1,Junction,INFO,signal.green,Signal SG-95 at Junction cleared to GREEN for L1.,OP-262
L-003576,2026-05-19T18:15:36+00:00,L1,Junction,INFO,train.dwell,Train 1935 dwelled 120s at Junction (L1).,OP-701
L-003577,2026-05-19T18:35:51+00:00,L3,Falcon,INFO,train.dwell,Train 2507 dwelled 90s at Falcon (L3).,OP-439
L-003578,2026-05-18T20:44:58+00:00,L2,Tideway,ERROR,trackcircuit.shunt,Track circuit TC-153 on L2 reporting persistent shunt near Tideway.,OP-162
L-003579,2026-05-19T04:42:51+00:00,L2,Quarry,INFO,train.departure,Train 1065 departed Quarry on L2 at speed 25 km/h.,OP-302
L-003580,2026-05-18T22:53:40+00:00,L2,Quarry,INFO,signal.green,Signal SG-19 at Quarry cleared to GREEN for L2.,OP-456
L-003581,2026-05-19T00:53:21+00:00,L1,Quarry,INFO,train.dwell,Train 1818 dwelled 120s at Quarry (L1).,OP-917
L-003582,2026-05-19T00:46:30+00:00,L1,Harbor,WARN,comms.jitter,Comms jitter to wayside controller WC-05 on L1: 173ms (>120ms).,OP-973
L-003583,2026-05-18T19:48:40+00:00,L2,Orchard,WARN,speed.restriction,"Temporary speed restriction issued: L2 between Orchard and Beacon, limit 40 km/h.",OP-774
L-003584,2026-05-19T13:38:08+00:00,L1,Dune,INFO,train.departure,Train 2438 departed Dune on L1 at speed 40 km/h.,OP-791
L-003585,2026-05-19T05:35:30+00:00,L1,Summit,INFO,signal.green,Signal SG-69 at Summit cleared to GREEN for L1.,OP-696
L-003586,2026-05-19T11:52:32+00:00,L1,Dune,INFO,signal.green,Signal SG-41 at Dune cleared to GREEN for L1.,OP-349
L-003587,2026-05-18T22:50:41+00:00,L3,Quarry,INFO,signal.green,Signal SG-70 at Quarry cleared to GREEN for L3.,OP-704
L-003588,2026-05-18T22:56:12+00:00,L2,Orchard,INFO,train.departure,Train 2176 departed Orchard on L2 at speed 60 km/h.,OP-167
L-003589,2026-05-19T05:55:14+00:00,L3,Tideway,INFO,train.departure,Train 1790 departed Tideway on L3 at speed 60 km/h.,OP-910
L-003590,2026-05-19T04:55:50+00:00,L3,Keystone,INFO,train.departure,Train 2981 departed Keystone on L3 at speed 80 km/h.,OP-866
L-003591,2026-05-18T18:57:45+00:00,L3,Quarry,WARN,doors.held,Doors held open on train 1315 at Quarry for 60s (threshold 45s).,OP-649
L-003592,2026-05-19T05:56:32+00:00,L2,Pioneer,WARN,speed.restriction,"Temporary speed restriction issued: L2 between Pioneer and Granite, limit 25 km/h.",OP-971
L-003593,2026-05-18T21:55:06+00:00,L1,Keystone,WARN,speed.restriction,"Temporary speed restriction issued: L1 between Keystone and Beacon, limit 80 km/h.",OP-775
L-003594,2026-05-19T01:55:24+00:00,L2,Granite,INFO,train.dwell,Train 1744 dwelled 45s at Granite (L2).,OP-878
L-003595,2026-05-19T10:57:25+00:00,L2,Junction,INFO,signal.green,Signal SG-92 at Junction cleared to GREEN for L2.,OP-410
L-003596,2026-05-19T00:58:36+00:00,L2,Tideway,INFO,signal.green,Signal SG-5 at Tideway cleared to GREEN for L2.,OP-760
L-003597,2026-05-19T06:58:39+00:00,L2,Orchard,INFO,train.dwell,Train 2445 dwelled 45s at Orchard (L2).,OP-999
L-003598,2026-05-18T20:59:26+00:00,L3,Iris,INFO,signal.green,Signal SG-41 at Iris cleared to GREEN for L3.,OP-678
L-003599,2026-05-19T04:59:35+00:00,L3,Summit,INFO,signal.green,Signal SG-49 at Summit cleared to GREEN for L3.,OP-960
L-003600,2026-05-19T02:00:00+00:00,L3,Northpoint,INFO,train.dwell,Train 1925 dwelled 45s at Northpoint (L3).,OP-327
L-003601,2026-05-19T09:01:41+00:00,L2,Junction,WARN,comms.jitter,Comms jitter to wayside controller WC-13 on L2: 245ms (>120ms).,OP-886
L-003602,2026-05-18T19:01:18+00:00,L1,Dune,WARN,comms.jitter,Comms jitter to wayside controller WC-19 on L1: 234ms (>120ms).,OP-631
L-003603,2026-05-19T10:02:42+00:00,L2,Eastgate,INFO,train.departure,Train 1014 departed Eastgate on L2 at speed 25 km/h.,OP-457
L-003604,2026-05-19T07:01:48+00:00,L3,Harbor,INFO,signal.green,Signal SG-62 at Harbor cleared to GREEN for L3.,OP-580
L-003605,2026-05-19T01:01:45+00:00,L2,Meridian,INFO,train.departure,Train 2566 departed Meridian on L2 at speed 80 km/h.,OP-624
L-003606,2026-05-19T01:02:06+00:00,L2,Atlas,ERROR,trackcircuit.shunt,Track circuit TC-281 on L2 reporting persistent shunt near Atlas.,OP-206
L-003607,2026-05-18T22:04:54+00:00,L2,Quarry,INFO,train.dwell,Train 2350 dwelled 90s at Quarry (L2).,OP-394
L-003608,2026-05-18T23:02:32+00:00,L1,Meridian,INFO,signal.green,Signal SG-26 at Meridian cleared to GREEN for L1.,OP-907
L-003609,2026-05-18T23:02:51+00:00,L2,Crescent,INFO,train.dwell,Train 1777 dwelled 60s at Crescent (L2).,OP-511
L-003610,2026-05-18T21:02:50+00:00,L3,Atlas,INFO,signal.green,Signal SG-69 at Atlas cleared to GREEN for L3.,OP-903
L-003611,2026-05-18T22:03:18+00:00,L2,Summit,ERROR,interlock.fault,Interlock fault at Summit on L2: relay R-139 failed self-test.,OP-317
L-003612,2026-05-19T08:05:36+00:00,L2,Falcon,INFO,signal.green,Signal SG-58 at Falcon cleared to GREEN for L2.,OP-284
L-003613,2026-05-19T18:08:14+00:00,L3,Beacon,INFO,signal.green,Signal SG-9 at Beacon cleared to GREEN for L3.,OP-102
L-003614,2026-05-19T03:27:46+00:00,L3,Dune,ERROR,axle.counter,"Axle counter AC-26 on L3 discrepancy at Dune: counted 1, expected 3.",OP-310
L-003615,2026-05-19T00:05:00+00:00,L2,Quarry,INFO,signal.green,Signal SG-79 at Quarry cleared to GREEN for L2.,OP-312
L-003616,2026-05-19T05:06:40+00:00,L2,Rampart,ERROR,trackcircuit.shunt,Track circuit TC-130 on L2 reporting persistent shunt near Rampart.,OP-929
L-003617,2026-05-19T06:07:22+00:00,L1,Falcon,INFO,signal.green,Signal SG-84 at Falcon cleared to GREEN for L1.,OP-177
L-003618,2026-05-18T22:05:24+00:00,L2,Northpoint,WARN,doors.held,Doors held open on train 2828 at Northpoint for 120s (threshold 45s).,OP-546
L-003619,2026-05-19T00:06:20+00:00,L1,Beacon,INFO,train.departure,Train 2246 departed Beacon on L1 at speed 40 km/h.,OP-175
L-003620,2026-05-18T19:05:00+00:00,L3,Eastgate,INFO,train.departure,Train 1884 departed Eastgate on L3 at speed 60 km/h.,OP-825
L-003621,2026-05-19T05:08:45+00:00,L1,Dune,WARN,comms.jitter,Comms jitter to wayside controller WC-19 on L1: 116ms (>120ms).,OP-518
L-003622,2026-05-18T19:05:30+00:00,L1,Keystone,WARN,doors.held,Doors held open on train 1747 at Keystone for 45s (threshold 45s).,OP-676
L-003623,2026-05-19T01:17:15+00:00,L3,Orchard,INFO,train.dwell,Train 1889 dwelled 45s at Orchard (L3).,OP-340
L-003624,2026-05-19T12:22:24+00:00,L2,Lantern,ERROR,axle.counter,"Axle counter AC-72 on L2 discrepancy at Lantern: counted 7, expected 5.",OP-402
L-003625,2026-05-19T01:08:45+00:00,L1,Summit,WARN,doors.held,Doors held open on train 2319 at Summit for 45s (threshold 45s).,OP-313
L-003626,2026-05-19T06:21:40+00:00,L2,Dune,INFO,train.dwell,Train 2175 dwelled 60s at Dune (L2).,OP-224
L-003627,2026-05-18T21:07:39+00:00,L1,Keystone,INFO,train.dwell,Train 1777 dwelled 45s at Keystone (L1).,OP-792
L-003628,2026-05-19T06:12:08+00:00,L1,Pioneer,WARN,comms.jitter,Comms jitter to wayside controller WC-19 on L1: 228ms (>120ms).,OP-455
L-003629,2026-05-18T21:08:13+00:00,L3,Atlas,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Atlas and Dune, limit 80 km/h.",OP-290
L-003630,2026-05-19T11:15:30+00:00,L1,Tideway,INFO,train.departure,Train 1050 departed Tideway on L1 at speed 80 km/h.,OP-760
L-003631,2026-05-19T17:19:07+00:00,L1,Iris,INFO,train.dwell,Train 2189 dwelled 90s at Iris (L1).,OP-277
L-003632,2026-05-19T08:14:56+00:00,L3,Harbor,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Harbor and Atlas, limit 40 km/h.",OP-245
L-003633,2026-05-19T00:24:12+00:00,L1,Meridian,INFO,signal.green,Signal SG-6 at Meridian cleared to GREEN for L1.,OP-787
L-003634,2026-05-19T02:12:28+00:00,L1,Quarry,INFO,train.departure,Train 1358 departed Quarry on L1 at speed 40 km/h.,OP-822
L-003635,2026-05-18T23:11:05+00:00,L3,Rampart,INFO,signal.green,Signal SG-92 at Rampart cleared to GREEN for L3.,OP-490
L-003636,2026-05-19T10:18:00+00:00,L1,Northpoint,INFO,train.departure,Train 1102 departed Northpoint on L1 at speed 60 km/h.,OP-935
L-003637,2026-05-18T22:25:54+00:00,L2,Eastgate,WARN,doors.held,Doors held open on train 2020 at Eastgate for 180s (threshold 45s).,OP-408
L-003638,2026-05-19T10:34:12+00:00,L3,Beacon,INFO,train.departure,Train 1855 departed Beacon on L3 at speed 40 km/h.,OP-972
L-003639,2026-05-19T01:29:15+00:00,L2,Eastgate,WARN,doors.held,Doors held open on train 1784 at Eastgate for 120s (threshold 45s).,OP-873
L-003640,2026-05-19T00:29:20+00:00,L2,Junction,INFO,signal.green,Signal SG-38 at Junction cleared to GREEN for L2.,OP-292
L-003641,2026-05-19T09:19:49+00:00,L2,Eastgate,INFO,train.dwell,Train 2122 dwelled 90s at Eastgate (L2).,OP-164
L-003642,2026-05-18T20:28:00+00:00,L1,Falcon,INFO,signal.green,Signal SG-82 at Falcon cleared to GREEN for L1.,OP-992
L-003643,2026-05-19T08:20:04+00:00,L2,Iris,INFO,train.dwell,Train 2944 dwelled 45s at Iris (L2).,OP-566
L-003644,2026-05-19T04:35:12+00:00,L3,Lantern,INFO,signal.green,Signal SG-99 at Lantern cleared to GREEN for L3.,OP-914
L-003645,2026-05-18T20:12:00+00:00,L2,Iris,WARN,comms.jitter,Comms jitter to wayside controller WC-12 on L2: 250ms (>120ms).,OP-450
L-003646,2026-05-19T17:28:22+00:00,L1,Harbor,WARN,speed.restriction,"Temporary speed restriction issued: L1 between Harbor and Meridian, limit 15 km/h.",OP-935
L-003647,2026-05-19T14:26:38+00:00,L2,Tideway,INFO,train.dwell,Train 2528 dwelled 30s at Tideway (L2).,OP-510
L-003648,2026-05-18T23:34:24+00:00,L3,Summit,INFO,train.departure,Train 2371 departed Summit on L3 at speed 60 km/h.,OP-888
L-003649,2026-05-19T03:18:47+00:00,L3,Eastgate,INFO,train.departure,Train 2755 departed Eastgate on L3 at speed 80 km/h.,OP-845
L-003650,2026-05-19T13:27:30+00:00,L2,Northpoint,INFO,train.departure,Train 1131 departed Northpoint on L2 at speed 80 km/h.,OP-556
L-003651,2026-05-19T14:28:54+00:00,L3,Northpoint,ERROR,axle.counter,"Axle counter AC-49 on L3 discrepancy at Northpoint: counted 6, expected 7.",OP-595
L-003652,2026-05-19T03:40:44+00:00,L1,Pioneer,INFO,signal.green,Signal SG-24 at Pioneer cleared to GREEN for L1.,OP-687
L-003653,2026-05-19T16:31:48+00:00,L1,Lantern,INFO,signal.green,Signal SG-31 at Lantern cleared to GREEN for L1.,OP-391
L-003654,2026-05-19T05:22:30+00:00,L1,Harbor,INFO,train.dwell,Train 2901 dwelled 90s at Harbor (L1).,OP-104
L-003655,2026-05-19T00:40:20+00:00,L2,Pioneer,INFO,train.dwell,Train 2509 dwelled 90s at Pioneer (L2).,OP-952
L-003656,2026-05-19T07:09:04+00:00,L1,Pioneer,INFO,train.dwell,Train 1888 dwelled 30s at Pioneer (L1).,OP-294
L-003657,2026-05-19T07:25:39+00:00,L1,Meridian,INFO,signal.green,Signal SG-14 at Meridian cleared to GREEN for L1.,OP-873
L-003658,2026-05-19T01:20:18+00:00,L1,Northpoint,INFO,train.departure,Train 1607 departed Northpoint on L1 at speed 80 km/h.,OP-161
L-003659,2026-05-19T17:36:23+00:00,L3,Keystone,INFO,train.dwell,Train 1919 dwelled 90s at Keystone (L3).,OP-711
L-003660,2026-05-19T08:28:00+00:00,L2,Meridian,INFO,train.departure,Train 2819 departed Meridian on L2 at speed 40 km/h.,OP-777
L-003661,2026-05-19T02:46:46+00:00,L2,Crescent,INFO,train.dwell,Train 2007 dwelled 180s at Crescent (L2).,OP-875
L-003662,2026-05-18T22:18:36+00:00,L1,Eastgate,WARN,doors.held,Doors held open on train 1050 at Eastgate for 30s (threshold 45s).,OP-399
L-003663,2026-05-19T02:23:06+00:00,L2,Pioneer,INFO,train.departure,Train 2858 departed Pioneer on L2 at speed 15 km/h.,OP-313
L-003664,2026-05-19T01:22:24+00:00,L2,Northpoint,INFO,signal.green,Signal SG-88 at Northpoint cleared to GREEN for L2.,OP-454
L-003665,2026-05-19T00:21:40+00:00,L3,Eastgate,WARN,comms.jitter,Comms jitter to wayside controller WC-11 on L3: 205ms (>120ms).,OP-152
L-003666,2026-05-19T00:22:00+00:00,L1,Dune,INFO,train.departure,Train 1519 departed Dune on L1 at speed 25 km/h.,OP-315
L-003667,2026-05-18T20:17:52+00:00,L3,Iris,INFO,train.dwell,Train 2600 dwelled 45s at Iris (L3).,OP-257
L-003668,2026-05-18T20:18:08+00:00,L1,Beacon,INFO,signal.green,Signal SG-89 at Beacon cleared to GREEN for L1.,OP-720
L-003669,2026-05-19T17:42:33+00:00,L1,Quarry,WARN,speed.restriction,"Temporary speed restriction issued: L1 between Quarry and Dune, limit 40 km/h.",OP-597
L-003670,2026-05-18T20:18:40+00:00,L2,Eastgate,INFO,train.departure,Train 1776 departed Eastgate on L2 at speed 40 km/h.,OP-559
L-003671,2026-05-18T21:44:08+00:00,L2,Falcon,INFO,train.departure,Train 2130 departed Falcon on L2 at speed 15 km/h.,OP-588
L-003672,2026-05-19T08:01:12+00:00,L2,Pioneer,INFO,train.departure,Train 1774 departed Pioneer on L2 at speed 60 km/h.,OP-879
L-003673,2026-05-19T12:36:07+00:00,L2,Northpoint,WARN,comms.jitter,Comms jitter to wayside controller WC-15 on L2: 192ms (>120ms).,OP-480
L-003674,2026-05-18T20:19:44+00:00,L3,Pioneer,ERROR,axle.counter,"Axle counter AC-39 on L3 discrepancy at Pioneer: counted 2, expected 1.",OP-107
L-003675,2026-05-19T08:35:00+00:00,L3,Orchard,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Orchard and Atlas, limit 25 km/h.",OP-398
L-003676,2026-05-18T22:22:48+00:00,L1,Harbor,WARN,comms.jitter,Comms jitter to wayside controller WC-15 on L1: 211ms (>120ms).,OP-738
L-003677,2026-05-19T01:26:57+00:00,L1,Orchard,WARN,comms.jitter,Comms jitter to wayside controller WC-09 on L1: 230ms (>120ms).,OP-543
L-003678,2026-05-19T01:28:24+00:00,L3,Granite,INFO,signal.green,Signal SG-96 at Granite cleared to GREEN for L3.,OP-874
L-003679,2026-05-19T13:13:44+00:00,L3,Beacon,INFO,signal.green,Signal SG-59 at Beacon cleared to GREEN for L3.,OP-466
L-003680,2026-05-19T02:29:20+00:00,L3,Quarry,INFO,signal.green,Signal SG-33 at Quarry cleared to GREEN for L3.,OP-658
L-003681,2026-05-19T18:51:18+00:00,L2,Summit,INFO,train.departure,Train 2908 departed Summit on L2 at speed 60 km/h.,OP-314
L-003682,2026-05-19T16:49:12+00:00,L2,Harbor,INFO,signal.green,Signal SG-62 at Harbor cleared to GREEN for L2.,OP-941
L-003683,2026-05-18T22:24:54+00:00,L1,Lantern,INFO,train.departure,Train 2820 departed Lantern on L1 at speed 80 km/h.,OP-613
L-003684,2026-05-19T03:04:24+00:00,L2,Crescent,INFO,train.dwell,Train 1284 dwelled 45s at Crescent (L2).,OP-465
L-003685,2026-05-19T07:38:15+00:00,L2,Northpoint,INFO,train.dwell,Train 1063 dwelled 120s at Northpoint (L2).,OP-582
L-003686,2026-05-19T07:38:42+00:00,L3,Lantern,INFO,train.departure,Train 2084 departed Lantern on L3 at speed 40 km/h.,OP-317
L-003687,2026-05-19T13:56:00+00:00,L2,Orchard,WARN,doors.held,Doors held open on train 1736 at Orchard for 90s (threshold 45s).,OP-585
L-003688,2026-05-18T21:24:56+00:00,L1,Lantern,INFO,train.dwell,Train 1871 dwelled 90s at Lantern (L1).,OP-509
L-003689,2026-05-19T06:38:34+00:00,L1,Lantern,INFO,train.departure,Train 2010 departed Lantern on L1 at speed 80 km/h.,OP-529
L-003690,2026-05-18T20:24:00+00:00,L1,Dune,ERROR,interlock.fault,Interlock fault at Dune on L1: relay R-151 failed self-test.,OP-268
L-003691,2026-05-19T05:12:48+00:00,L1,Junction,INFO,train.dwell,Train 1931 dwelled 30s at Junction (L1).,OP-983
L-003692,2026-05-19T01:32:12+00:00,L1,Meridian,INFO,train.departure,Train 2917 departed Meridian on L1 at speed 40 km/h.,OP-193
L-003693,2026-05-18T23:05:06+00:00,L3,Iris,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Iris and Keystone, limit 60 km/h.",OP-112
L-003694,2026-05-19T02:34:28+00:00,L1,Quarry,WARN,speed.restriction,"Temporary speed restriction issued: L1 between Quarry and Atlas, limit 15 km/h.",OP-295
L-003695,2026-05-19T03:36:25+00:00,L1,Keystone,WARN,doors.held,Doors held open on train 1047 at Keystone for 120s (threshold 45s).,OP-544
L-003696,2026-05-19T07:20:00+00:00,L2,Harbor,ERROR,axle.counter,"Axle counter AC-65 on L2 discrepancy at Harbor: counted 1, expected 6.",OP-299
L-003697,2026-05-18T20:25:52+00:00,L3,Beacon,INFO,signal.green,Signal SG-73 at Beacon cleared to GREEN for L3.,OP-729
L-003698,2026-05-19T16:58:48+00:00,L1,Orchard,INFO,signal.green,Signal SG-34 at Orchard cleared to GREEN for L1.,OP-618
L-003699,2026-05-18T23:09:18+00:00,L3,Iris,INFO,signal.green,Signal SG-47 at Iris cleared to GREEN for L3.,OP-800
L-003700,2026-05-18T20:26:40+00:00,L3,Rampart,ERROR,interlock.fault,Interlock fault at Rampart on L3: relay R-171 failed self-test.,OP-916
L-003701,2026-05-18T20:26:56+00:00,L1,Orchard,INFO,train.dwell,Train 1474 dwelled 45s at Orchard (L1).,OP-507
L-003702,2026-05-19T06:44:12+00:00,L1,Atlas,INFO,train.dwell,Train 2745 dwelled 45s at Atlas (L1).,OP-700
L-003703,2026-05-19T01:36:03+00:00,L2,Beacon,INFO,signal.green,Signal SG-39 at Beacon cleared to GREEN for L2.,OP-307
L-003704,2026-05-19T08:08:16+00:00,L3,Falcon,INFO,signal.green,Signal SG-98 at Falcon cleared to GREEN for L3.,OP-794
L-003705,2026-05-19T10:52:30+00:00,L2,Tideway,INFO,train.dwell,Train 1029 dwelled 45s at Tideway (L2).,OP-916
